ax,ay,az,gx,gy,gz
-16.64,4.74,1.56,-1.27,1.62,0.84
-16.47,5.52,1.75,-1.98,0.97,1.46
-18.33,5.87,2.73,-3.19,0.53,1.76
-18.09,7.29,4.8,-4.37,0.84,1.6
-15.89,7.3,4.03,-4.37,1.78,1.75
-12.11,5.43,0.72,-4.37,2.57,2.12
-9.06,2.91,-1.92,-4.37,2.66,1.75
-6.61,2.93,-2.82,-4.37,1.59,1.91
-3.94,1.17,-3.58,-4.37,-0.41,2.44
1.19,1.36,-1.37,-4.37,-2.43,3.1
6.47,-1.72,1.33,-4.37,-2.82,2.73
13.64,-3.5,3.64,-4.37,-3.03,0.8
10.76,-2.12,7.46,-4.37,-4.37,1.87
9.43,-0.68,10.6,-4.37,-4.37,3.01
11.04,2.59,15.19,-4.37,-4.37,2.65
11.97,3.4,16.88,-4.37,-4.37,1.02
11.55,-3.51,17.45,-4.37,-2.96,0.99
8.04,-4.89,14.17,-2.42,-0.15,2.65
3.64,-1.09,9.5,1.87,0.95,1.13
