ax,ay,az,gx,gy,gz
-7.06,3.0,-2.78,1.93,1.38,-1.28
-9.19,4.25,-1.98,1.29,-0.45,-1.08
-8.11,2.24,-0.74,0.2,-0.46,-1.39
-11.07,1.88,-0.68,-1.1,0.22,-0.37
-15.39,1.87,-0.64,-2.46,0.35,-0.27
-18.65,-0.11,0.08,-3.84,-0.19,0.36
-19.61,-2.16,0.17,-4.37,-0.82,1.06
-19.61,-3.12,1.05,-4.37,-1.53,1.6
-19.57,-2.93,2.32,-4.37,-2.15,2.2
-17.53,-1.54,2.89,-4.37,-2.36,2.63
-16.49,-0.39,3.36,-4.37,-2.24,2.55
-15.28,0.38,3.16,-4.37,-2.08,2.75
-15.69,0.69,2.9,-4.37,-2.25,3.21
-14.68,-0.03,4.32,-4.37,-2.63,3.46
-13.17,-1.07,5.12,-4.37,-3.22,4.13
-10.86,-1.32,5.1,-4.37,-3.65,4.37
-8.32,-3.67,4.48,-4.37,-3.53,4.37
-5.13,-5.23,2.95,-3.26,-2.61,4.37
-0.81,-4.14,1.13,-1.91,-1.54,4.37
5.11,-4.13,-1.01,-1.45,-1.18,4.37
