ax,ay,az,gx,gy,gz
-9.48,4.59,2.01,1.31,-0.91,0.43
-5.08,3.83,1.0,2.15,-1.2,-0.33
-7.09,6.9,0.31,2.04,-0.67,-0.15
-6.91,7.38,0.72,0.85,-1.14,0.01
-5.98,5.76,1.66,-0.37,-1.07,0.36
-5.39,5.76,5.12,-1.47,-0.17,0.7
-7.2,4.03,6.1,-2.21,0.43,0.95
-7.09,3.06,8.05,-2.68,0.32,1.33
-6.38,3.97,10.64,-4.32,0.83,2.16
-7.54,3.89,10.56,-4.37,1.37,3.09
-9.42,2.81,9.65,-4.37,1.93,3.13
-10.98,1.35,9.12,-4.37,1.96,3.31
-11.75,0.66,8.7,-4.37,1.74,3.67
-12.26,-0.67,7.9,-4.37,1.29,4.12
-12.64,-2.01,7.66,-4.37,0.54,4.37
-12.36,-2.72,8.12,-4.37,0.22,4.37
-12.32,-3.14,7.09,-4.37,0.1,4.37
-12.58,-4.03,6.22,-4.37,-0.53,4.37
-11.36,-4.67,6.09,-4.37,-1.65,4.37
-10.47,-4.01,7.83,-3.97,-2.47,4.37
