ax,ay,az,gx,gy,gz
-6.73,-16.74,-6.9,-4.37,-4.37,4.37
13.99,-4.72,3.28,-4.37,-4.37,4.37
16.03,-5.77,7.8,-4.37,-4.37,1.89
19.4,-8.77,9.09,-4.37,-4.37,2.42
19.61,-2.3,17.07,-4.37,-4.37,2.48
19.61,-3.08,19.61,-2.98,-4.37,2.2
19.61,5.32,19.61,1.66,-1.34,1.08
16.28,13.71,15.71,4.28,2.9,-1.51
12.62,9.03,6.59,4.37,4.37,-3.84
10.02,3.76,3.21,4.37,4.35,-4.37
8.76,2.3,2.97,4.37,3.13,-4.37
7.19,1.76,3.31,4.37,2.18,-4.37
5.06,1.56,3.47,4.37,1.47,-4.37
2.51,1.95,4.44,4.37,1.06,-4.37
-1.62,1.8,5.71,4.37,0.79,-4.37
-5.02,1.89,7.33,4.37,0.56,-4.37
-5.58,2.57,9.25,4.37,0.63,-4.37
-6.29,2.25,10.4,3.64,1.04,-4.17
-8.99,-0.09,10.54,1.98,1.32,-3.44
-11.71,-2.96,9.77,1.54,1.63,-2.9
