ax,ay,az,gx,gy,gz
-17.16,4.72,1.72,-4.37,-0.93,0.2
-17.11,3.03,-1.02,-4.37,-2.61,1.35
-9.22,0.41,1.06,-4.37,-1.74,-0.42
-10.44,-5.1,-1.19,-4.37,-0.54,-0.31
-12.21,-7.77,-3.11,-4.37,-2.1,1.18
-8.42,-9.51,-1.49,-4.37,-4.37,3.51
0.27,-7.6,1.85,-4.37,-4.37,4.37
7.87,-2.72,6.53,-4.37,-4.37,4.28
9.74,-0.85,8.44,-4.37,-3.34,3.45
10.61,-0.63,8.75,-4.37,-1.87,2.61
11.17,-0.74,8.96,-4.37,-1.82,1.7
14.34,-0.12,12.18,-4.37,-3.2,0.84
16.76,1.01,17.69,-3.16,-4.37,0.71
19.61,3.31,19.44,1.58,-2.29,0.08
19.61,7.7,13.25,4.37,2.18,-2.04
12.48,5.8,5.57,4.37,4.37,-4.37
11.28,2.35,2.42,4.37,4.37,-4.37
8.86,1.35,1.55,4.37,3.07,-4.37
5.74,1.99,1.87,4.37,1.56,-4.37
3.67,2.98,3.31,4.37,0.18,-4.37
