time,ax,ay,az,gx,gy,gz,label
1769504731.98208,-9.49,3.22,3.57,0.13,0.16,0.53,7
1769504731.984836,-9.47,3.22,3.61,0.06,0.15,0.54,7
1769504731.987535,-9.46,3.0,3.56,0.01,0.14,0.54,7
1769504731.990357,-9.5,2.89,3.68,-0.04,0.13,0.53,7
1769504731.993137,-9.52,2.66,3.73,-0.06,0.12,0.5,7
1769504731.995928,-9.56,2.45,3.72,-0.09,0.11,0.49,7
1769504731.9986272,-9.59,2.27,3.81,-0.08,0.09,0.47,7
1769504732.001319,-9.72,2.0,3.89,-0.09,0.09,0.48,7
1769504732.00684,-10.0,1.84,3.93,-0.11,0.08,0.49,7
1769504732.009643,-10.08,1.82,3.91,-0.14,0.05,0.52,7
1769504732.012328,-10.27,1.97,4.15,-0.17,0.04,0.54,7
1769504732.015156,-10.18,1.87,4.52,-0.23,0.01,0.56,7
1769504732.017974,-10.48,1.79,4.99,-0.31,0.02,0.58,7
1769504732.020694,-11.01,1.89,5.38,-0.42,-0.0,0.63,7
1769504732.023463,-11.41,2.04,5.89,-0.56,-0.03,0.64,7
1769504732.026164,-11.9,2.11,6.42,-0.72,-0.08,0.67,7
1769504732.0290408,-12.51,2.09,6.84,-0.9,-0.14,0.69,7
1769504732.034444,-13.03,1.82,7.2,-1.1,-0.21,0.7,7
1769504732.0372531,-13.41,1.65,7.45,-1.32,-0.3,0.72,7
1769504732.040067,-14.06,1.24,7.81,-1.52,-0.42,0.71,7
1769504732.04276,-14.64,0.75,8.11,-1.7,-0.54,0.67,7
1769504732.045575,-15.24,0.1,8.11,-1.85,-0.58,0.62,7
1769504732.048252,-15.84,-1.88,9.7,-2.1,-0.61,0.55,7
1769504732.0510778,-15.68,-2.66,10.35,-2.29,-1.24,0.37,7
1769504732.056536,-16.66,-3.48,9.8,-2.34,-1.41,0.28,7
1769504732.059302,-16.68,-5.43,10.86,-2.55,-1.35,0.31,7
1769504732.062094,-16.86,-6.11,11.26,-2.7,-1.47,0.35,7
1769504732.064874,-17.16,-6.97,11.44,-2.84,-1.5,0.4,7
1769504732.0675552,-17.42,-7.95,11.76,-2.96,-1.53,0.46,7
1769504732.073156,-17.69,-9.31,11.88,-3.07,-1.53,0.55,7
1769504732.075893,-17.96,-10.57,12.07,-3.17,-1.54,0.62,7
1769504732.078741,-18.56,-11.79,12.22,-3.32,-1.49,0.68,7
