time,ax,ay,az,gx,gy,gz,label
1770088578.4917371,-9.48,4.75,0.82,0.33,0.27,0.0,7
1770088578.494476,-9.57,5.15,1.02,0.3,0.24,-0.02,7
1770088578.497195,-9.42,5.47,1.39,0.24,0.21,-0.04,7
1770088578.499997,-9.18,5.68,1.76,0.16,0.21,-0.08,7
1770088578.505455,-8.98,5.74,1.9,0.05,0.21,-0.09,7
1770088578.508324,-8.83,5.82,1.95,-0.08,0.18,-0.1,7
1770088578.511075,-8.78,5.89,1.99,-0.21,0.16,-0.1,7
1770088578.5165088,-8.74,5.85,1.99,-0.33,0.16,-0.11,7
1770088578.519331,-8.71,5.78,1.85,-0.45,0.15,-0.12,7
1770088578.5220711,-8.72,5.63,1.73,-0.54,0.14,-0.14,7
1770088578.524833,-8.72,5.44,1.52,-0.61,0.15,-0.15,7
1770088578.530209,-8.69,5.25,1.43,-0.66,0.15,-0.18,7
1770088578.53498,-8.61,5.04,1.45,-0.69,0.15,-0.2,7
1770088578.537719,-8.21,3.85,1.47,-0.82,0.14,-0.22,7
1770088578.543157,-8.25,3.59,1.46,-0.84,0.14,-0.21,7
1770088578.545971,-8.21,3.32,1.37,-0.85,0.14,-0.19,7
1770088578.548759,-8.2,3.08,1.29,-0.85,0.14,-0.17,7
1770088578.55155,-8.1,2.83,1.25,-0.84,0.14,-0.16,7
1770088578.5569642,-8.0,2.58,1.21,-0.81,0.15,-0.15,7
1770088578.559735,-7.89,2.3,1.16,-0.75,0.18,-0.14,7
1770088578.5624452,-7.81,2.11,1.18,-0.68,0.2,-0.13,7
1770088578.565313,-7.81,2.03,1.23,-0.59,0.23,-0.12,7
1770088578.570799,-7.89,2.09,1.29,-0.5,0.26,-0.12,7
1770088578.5735612,-8.0,2.14,1.18,-0.4,0.28,-0.12,7
1770088578.576682,-8.16,2.21,1.27,-0.31,0.3,-0.12,7
1770088578.583338,-8.26,2.34,1.39,-0.21,0.33,-0.13,7
1770088578.58612,-8.68,3.15,1.7,0.06,0.39,-0.16,7
1770088578.588946,-8.74,3.34,1.74,0.09,0.39,-0.16,7
