time,ax,ay,az,gx,gy,gz,label
1769508363.78223,7.57,2.14,5.54,-0.33,0.04,-0.01,2
1769508363.784984,7.77,1.97,5.45,-0.29,0.03,-0.01,2
1769508363.7876742,7.92,1.82,5.43,-0.27,0.02,-0.01,2
1769508363.79056,7.93,1.58,5.54,-0.24,0.0,-0.01,2
1769508363.79327,7.92,1.36,5.69,-0.21,-0.02,-0.02,2
1769508363.796014,7.91,1.26,5.68,-0.16,-0.07,-0.03,2
1769508363.8014731,7.94,1.21,5.56,-0.1,-0.09,-0.02,2
1769508363.8042219,8.21,1.09,5.38,-0.04,-0.1,-0.02,2
1769508363.807104,8.49,1.11,5.26,-0.01,-0.1,-0.02,2
1769508363.8098361,8.67,1.07,5.14,0.03,-0.1,-0.02,2
1769508363.8124878,8.84,1.16,5.05,0.05,-0.1,-0.02,2
1769508363.815229,8.98,1.14,4.91,0.09,-0.09,-0.02,2
1769508363.818037,9.08,1.1,4.78,0.12,-0.08,-0.02,2
1769508363.820817,9.23,1.02,4.66,0.14,-0.05,-0.02,2
1769508363.823696,9.37,1.07,4.64,0.16,-0.03,-0.01,2
1769508363.826358,9.38,1.19,4.54,0.23,0.02,0.04,2
1769508363.8290482,9.68,1.27,4.59,0.25,0.12,0.11,2
1769508363.8319209,9.84,1.05,3.96,0.27,0.21,0.08,2
1769508363.834612,9.93,0.7,4.12,0.27,0.3,0.09,2
1769508363.8373172,10.31,0.73,4.9,0.18,0.1,0.05,2
1769508363.8401742,10.23,0.75,4.53,0.1,0.09,0.04,2
1769508363.842937,10.3,1.23,4.54,0.02,0.08,0.04,2
1769508363.845737,10.44,1.49,4.53,-0.02,0.07,0.04,2
1769508363.848444,10.71,1.51,4.79,-0.04,0.06,0.05,2
1769508363.8512099,11.14,1.38,4.96,-0.08,0.04,0.07,2
1769508363.853941,11.55,1.38,5.12,-0.09,0.02,0.09,2
1769508363.8594098,12.04,1.49,5.21,-0.08,-0.0,0.13,2
1769508363.8622332,12.55,1.63,5.26,-0.04,-0.02,0.19,2
1769508363.86488,13.11,1.54,5.26,-0.02,-0.06,0.23,2
1769508363.867689,13.48,1.44,5.42,0.01,-0.11,0.28,2
1769508363.870514,14.14,1.52,5.76,0.04,-0.14,0.31,2
1769508363.8732889,14.73,1.67,6.07,0.12,-0.2,0.38,2
1769508363.8761148,15.35,1.82,6.44,0.24,-0.27,0.44,2
1769508363.8787708,15.91,1.87,6.97,0.4,-0.35,0.51,2
1769508363.881482,16.41,1.81,7.39,0.58,-0.49,0.61,2
1769508363.8843,16.86,1.54,7.34,0.78,-0.59,0.67,2
1769508363.887079,17.19,1.14,7.77,1.01,-0.72,0.72,2
1769508363.8898299,17.4,1.15,8.07,1.27,-0.9,0.79,2
1769508363.8926919,17.8,1.35,8.33,1.58,-1.13,0.89,2
1769508363.895442,18.03,1.63,7.9,1.9,-1.27,0.99,2
1769508363.900876,18.21,1.64,8.05,2.24,-1.43,1.07,2
1769508363.9036102,18.33,1.81,8.29,2.61,-1.65,1.16,2
1769508363.906371,18.27,1.75,8.74,3.0,-1.92,1.27,2
1769508363.9091442,17.91,2.13,9.0,3.44,-2.29,1.37,2
1769508363.9118772,17.24,1.51,9.15,3.93,-2.54,1.46,2
1769508363.914544,16.75,0.85,9.51,4.37,-2.92,1.52,2
1769508363.917448,16.43,0.24,9.22,4.37,-3.3,1.63,2
1769508363.9201221,16.78,-0.06,6.79,4.37,-3.5,1.77,2
1769508363.922967,18.0,1.24,4.72,4.37,-3.61,1.92,2
1769508363.928452,19.36,2.62,4.14,4.37,-3.66,2.11,2
1769508363.9311512,19.61,4.0,3.8,4.37,-3.62,2.3,2
1769508363.933989,19.61,4.95,3.62,4.37,-3.54,2.49,2
1769508363.936756,19.61,6.88,2.23,4.37,-3.64,2.59,2
1769508363.939519,19.61,7.66,0.92,4.37,-3.49,2.73,2
1769508363.94232,19.61,8.75,0.75,4.37,-3.33,2.97,2
1769508363.945087,19.61,9.34,-0.48,4.37,-3.2,3.23,2
1769508363.947793,19.61,10.92,-1.21,4.37,-3.13,3.2,2
1769508363.950647,19.61,11.53,-1.95,4.37,-3.0,3.18,2
1769508363.953363,19.61,12.72,-2.83,4.37,-2.85,3.29,2
1769508363.958854,19.61,13.3,-3.61,4.37,-2.7,3.5,2
1769508363.9615629,18.94,13.35,-4.16,4.37,-2.56,3.68,2
1769508363.964352,18.13,13.17,-4.99,4.37,-2.42,3.86,2
1769508363.967154,17.63,12.87,-5.79,4.37,-2.27,4.01,2
1769508363.9698,17.32,12.45,-6.67,4.37,-2.09,4.14,2
1769508363.972707,17.14,11.95,-7.16,4.37,-1.89,4.28,2
1769508363.975574,17.09,11.21,-7.51,4.37,-1.68,4.37,2
1769508363.9782631,17.12,10.6,-7.03,4.37,-1.44,4.37,2
1769508363.983656,17.56,10.08,-8.4,4.37,-1.26,4.37,2
1769508363.9864461,17.02,9.63,-8.72,4.37,-0.91,4.37,2
1769508363.9891798,16.39,9.33,-9.12,4.37,-0.6,4.37,2
1769508363.992003,15.54,8.37,-10.81,4.37,-0.31,4.37,2
1769508363.994671,14.72,7.62,-11.86,4.37,0.0,4.37,2
1769508363.997422,13.91,7.23,-11.37,4.37,0.26,4.37,2
1769508364.000204,13.33,7.41,-10.79,4.37,0.53,4.37,2
1769508364.002943,12.5,7.76,-9.77,4.37,0.79,4.3,2
1769508364.0057979,11.79,8.17,-9.03,4.37,1.01,4.21,2
1769508364.00866,10.99,8.4,-8.43,4.37,1.27,4.07,2
1769508364.013149,10.22,8.59,-7.8,4.37,1.49,3.9,2
1769508364.015894,6.45,8.19,-4.38,4.37,2.29,3.06,2
1769508364.018731,5.44,7.85,-3.74,4.37,2.41,2.9,2
1769508364.0240629,4.5,7.41,-3.23,4.37,2.51,2.76,2
1769508364.026931,3.88,6.91,-2.84,4.37,2.6,2.64,2
1769508364.029734,3.14,6.0,-2.16,4.03,2.67,2.51,2
1769508364.032661,2.63,4.97,-1.59,3.62,2.73,2.41,2
1769508364.0353248,2.14,3.98,-1.32,3.27,2.79,2.31,2
1769508364.038181,1.86,2.95,-1.13,2.99,2.83,2.22,2
1769508364.04101,1.58,1.85,-0.97,2.78,2.87,2.12,2
1769508364.0437849,1.4,0.73,-0.93,2.64,2.88,2.0,2
1769508364.04663,1.06,-0.18,-1.2,2.59,2.81,1.88,2
1769508364.0493739,0.48,-0.65,-0.8,2.55,3.01,1.78,2
1769508364.0521002,0.47,-0.55,-0.23,2.48,3.18,1.7,2
1769508364.0549178,0.41,-0.62,0.18,2.41,3.2,1.62,2
1769508364.057726,0.18,-0.88,0.5,2.44,3.16,1.54,2
1769508364.060481,1.41,-1.86,4.47,2.56,2.41,1.46,2
1769508364.063222,-0.07,-2.08,3.09,2.65,2.64,1.35,2
1769508364.065927,0.21,-2.42,1.32,2.67,2.76,1.27,2
1769508364.0688388,0.43,-2.21,2.04,2.67,2.68,1.2,2
1769508364.0715818,0.47,-0.92,2.37,2.63,2.47,1.11,2
1769508364.074369,0.05,-0.21,2.7,2.54,2.42,1.04,2
1769508364.0772538,0.07,0.17,3.21,2.46,2.34,0.98,2
1769508364.08004,0.0,0.53,3.06,2.35,2.26,0.93,2
1769508364.082817,-0.07,0.4,3.21,2.24,2.21,0.86,2
1769508364.085706,-0.03,0.37,3.51,2.12,2.22,0.81,2
1769508364.088556,0.14,0.57,3.93,1.98,2.24,0.76,2
1769508364.091381,1.64,1.49,4.46,1.82,2.09,0.71,2
1769508364.094309,0.74,2.22,2.88,1.57,1.68,0.62,2
1769508364.097157,0.95,2.41,4.15,1.35,1.75,0.56,2
1769508364.100016,0.91,2.37,4.29,1.17,1.64,0.51,2
1769508364.102803,0.95,1.89,3.91,1.01,1.55,0.45,2
1769508364.105647,1.0,1.57,4.09,0.87,1.47,0.39,2
