time,ax,ay,az,gx,gy,gz,label
1769508704.329754,8.8,1.47,4.28,-0.14,0.16,-0.03,2
1769508704.33267,9.15,1.51,4.38,-0.06,0.13,-0.01,2
1769508704.335356,9.37,1.58,4.55,0.03,0.1,0.01,2
1769508704.338175,9.65,1.53,4.82,0.11,0.05,0.03,2
1769508704.3411689,9.98,1.51,5.03,0.2,0.01,0.05,2
1769508704.3439,10.37,1.51,5.21,0.29,-0.03,0.06,2
1769508704.346685,10.74,1.64,5.2,0.37,-0.06,0.09,2
1769508704.349347,11.27,1.72,5.35,0.44,-0.09,0.11,2
1769508704.352119,11.83,1.92,5.46,0.5,-0.12,0.12,2
1769508704.354933,12.49,2.08,5.61,0.57,-0.15,0.15,2
1769508704.360351,13.12,2.21,5.76,0.63,-0.18,0.19,2
1769508704.363041,13.69,2.36,5.74,0.71,-0.23,0.23,2
1769508704.3658829,14.15,2.56,5.71,0.78,-0.26,0.27,2
1769508704.368671,14.55,2.86,5.69,0.84,-0.32,0.33,2
1769508704.371436,14.75,3.13,5.71,0.88,-0.39,0.39,2
1769508704.3741372,15.02,3.55,5.63,0.92,-0.46,0.46,2
1769508704.376959,15.35,3.94,5.59,0.93,-0.54,0.53,2
1769508704.379542,15.73,4.14,5.67,0.95,-0.62,0.6,2
1769508704.382454,16.0,4.02,5.83,0.97,-0.74,0.67,2
1769508704.38517,16.26,3.45,6.04,1.04,-0.87,0.74,2
1769508704.387936,16.25,2.68,6.46,1.15,-1.05,0.79,2
1769508704.390768,16.19,1.8,7.04,1.35,-1.3,0.86,2
1769508704.3935292,16.07,1.2,7.29,1.63,-1.6,0.91,2
1769508704.39621,15.76,0.29,8.04,2.01,-1.98,1.0,2
1769508704.399059,16.33,0.47,8.97,2.41,-2.52,1.15,2
1769508704.4045172,16.97,0.34,6.39,2.77,-2.5,1.3,2
1769508704.4072168,17.88,-0.3,4.08,3.27,-2.67,1.42,2
1769508704.410065,19.14,0.18,4.19,3.78,-2.87,1.59,2
1769508704.412701,19.61,0.48,4.16,4.31,-2.99,1.76,2
1769508704.4155798,19.61,0.53,2.86,4.37,-3.06,1.92,2
1769508704.4183118,19.61,0.58,1.76,4.37,-3.08,2.08,2
1769508704.421058,19.61,0.55,0.7,4.37,-3.08,2.25,2
1769508704.426566,19.61,0.73,-0.3,4.37,-3.04,2.4,2
1769508704.429271,19.61,1.05,-1.08,4.37,-2.99,2.54,2
1769508704.432016,19.61,2.0,-2.09,4.37,-2.92,2.69,2
1769508704.434784,19.61,3.0,-2.96,4.37,-2.84,2.83,2
1769508704.437599,19.61,3.63,-3.98,4.37,-2.76,2.98,2
1769508704.440405,19.61,3.69,-4.8,4.37,-2.67,3.11,2
1769508704.443083,19.61,3.75,-5.63,4.37,-2.58,3.25,2
