ax,ay,az,gx,gy,gz
-5.36,7.83,8.85,-2.87,0.94,-0.29
-4.07,6.98,7.58,-2.55,1.37,-0.41
-3.09,6.22,5.83,-2.05,1.8,-0.5
-3.06,5.84,4.01,-1.36,1.89,-0.53
-3.81,5.49,2.86,-0.39,1.58,-0.67
-3.5,6.27,2.83,0.22,1.2,-0.69
-2.95,7.01,3.21,-0.0,0.97,-0.61
-3.04,6.16,3.24,-0.53,0.91,-0.62
-2.47,4.59,3.16,-0.81,1.07,-0.57
-1.99,3.15,2.68,-0.71,1.33,-0.35
-2.02,1.92,2.24,-0.37,1.46,-0.16
-2.46,1.16,1.82,0.07,1.35,0.01
-2.8,1.07,2.65,0.34,1.24,0.11
-2.7,0.22,3.18,0.35,1.14,0.38
-1.75,-0.69,4.31,0.71,1.56,0.81
-0.01,-1.01,5.01,1.27,2.58,1.46
-2.24,1.47,3.86,1.79,3.46,1.51
-5.37,1.13,3.47,1.81,3.28,1.9
-9.64,3.93,5.83,1.19,2.75,2.25
-9.71,5.86,6.5,-0.37,2.88,2.68
