ax,ay,az,gx,gy,gz
-8.03,3.58,2.85,0.25,1.87,-0.02
-14.33,3.91,2.62,-0.36,1.48,-0.27
-19.61,1.7,1.78,-1.88,0.32,0.15
-19.61,-1.6,-3.5,-2.03,-1.06,0.69
-19.61,0.77,-9.38,-0.56,-1.99,0.18
-19.61,8.85,-19.61,-1.54,-3.32,-0.62
-19.61,9.37,-19.61,-2.92,-4.37,-0.72
-19.61,11.85,-19.61,-1.99,-4.37,-0.75
-15.49,17.99,-19.61,-1.12,-4.37,-1.71
-3.56,19.61,-19.61,-1.48,-4.37,-2.99
11.56,19.61,-19.61,-1.69,-4.37,-2.7
19.61,17.03,-19.61,-1.78,-4.37,-1.48
19.61,9.12,-19.28,-2.25,-4.37,-1.39
19.61,3.99,-12.48,-2.59,-4.37,-1.2
19.61,-1.73,-2.67,-3.19,-4.37,-0.83
19.61,-3.82,8.39,-3.81,-4.37,0.17
19.61,-7.06,13.88,-3.48,-3.85,0.04
19.61,-12.25,15.34,-1.69,-0.2,-0.77
19.61,-14.71,13.3,1.33,2.74,-1.82
