ax,ay,az,gx,gy,gz
-19.61,-9.05,4.36,-2.41,-2.57,1.15
-19.61,-19.12,2.65,-1.03,-3.32,1.69
-19.61,-19.61,-6.14,1.99,-4.37,2.92
-19.61,-7.43,-14.7,-0.3,-4.37,4.02
-19.61,-5.33,-19.61,-4.37,-4.37,4.37
-19.55,-6.45,-19.61,-4.37,-4.37,4.37
-8.65,19.61,-19.61,-3.5,-4.37,4.37
16.55,19.61,-19.61,-4.37,-4.37,-0.92
19.61,19.61,-19.61,-4.37,-4.37,1.65
14.14,18.84,-19.61,-4.37,-4.37,-1.71
19.61,2.46,-16.33,-4.37,-4.37,-4.37
19.61,-11.08,-4.94,-4.11,-4.37,-4.37
19.61,-17.5,8.7,-3.65,-4.13,-4.37
19.61,-18.48,10.74,-3.6,-2.2,-2.51
19.61,-17.88,10.69,-2.62,-0.18,-1.63
19.61,-17.13,9.44,-0.66,1.47,-1.87
19.14,-15.69,9.44,1.16,2.29,-1.81
17.49,-12.54,8.64,1.59,2.95,-1.02
15.66,-8.53,7.84,0.73,3.14,0.02
