ax,ay,az,gx,gy,gz
-1.62,1.02,4.59,0.44,4.37,0.78
0.03,0.91,4.77,1.07,4.37,0.91
-4.72,1.07,4.13,0.89,4.12,1.1
-5.13,2.92,6.05,-0.08,2.87,1.52
-2.91,3.36,7.32,-1.5,2.98,2.11
-7.58,3.09,3.88,-2.22,2.8,3.07
-7.35,5.13,3.41,-2.15,2.04,3.3
-7.39,8.67,2.25,-2.11,1.67,3.67
-10.36,13.04,1.24,-3.06,1.14,3.53
-13.83,14.26,1.72,-3.8,0.3,3.45
-16.79,13.72,2.88,-3.7,-0.35,2.95
-18.34,14.76,3.97,-3.71,-0.85,2.45
-19.05,15.6,3.24,-4.12,-1.24,2.21
-17.68,17.49,2.82,-3.62,-1.09,1.21
-15.91,18.33,1.51,-2.96,-0.86,0.42
-15.56,19.11,0.96,-2.21,-1.27,-0.15
-11.56,19.61,1.58,-1.93,-1.65,-0.92
-7.07,19.61,-0.24,-1.98,-1.46,-1.26
-2.71,19.61,-2.22,-1.26,-0.91,-2.34
0.99,19.61,-7.48,0.01,-0.53,-3.67
