ax,ay,az,gx,gy,gz
-3.59,8.79,1.27,-2.78,-0.46,1.44
-4.0,9.68,2.02,-3.48,-0.56,1.63
-4.73,10.0,2.74,-4.03,-0.69,1.79
-6.35,10.42,3.79,-4.37,-0.98,2.01
-8.88,11.09,5.57,-4.37,-1.57,2.32
-9.5,11.52,6.41,-4.37,-1.91,2.44
-10.48,11.79,7.6,-4.37,-2.15,2.53
-12.59,11.9,8.91,-4.37,-2.62,2.57
-14.14,12.05,9.51,-4.37,-2.99,2.52
-14.84,12.03,9.61,-4.37,-3.22,2.43
-15.5,11.82,8.96,-4.37,-3.33,2.26
-17.8,10.98,8.28,-4.37,-3.22,1.86
-19.09,10.33,7.71,-4.37,-3.97,1.7
-19.61,9.48,7.08,-4.37,-4.28,1.35
-19.61,8.3,6.7,-4.37,-4.35,0.71
-19.61,8.03,6.37,-4.37,-4.37,0.2
-19.61,9.19,6.55,-4.37,-4.37,-0.29
-19.61,10.82,7.08,-3.99,-4.37,-0.84
-19.61,15.6,7.68,-2.85,-4.37,-1.82
-19.44,18.0,6.94,-2.78,-4.35,-2.24
