ax,ay,az,gx,gy,gz
-9.51,1.51,0.89,0.37,-0.66,-0.52
-18.81,1.49,1.64,-1.27,-1.77,1.34
-19.61,-0.23,0.35,-1.12,-2.9,1.38
-19.61,3.01,-4.57,-0.05,-2.32,1.33
-19.61,12.34,-18.4,0.21,-2.5,-0.18
-19.61,16.66,-19.61,-0.61,-4.03,-1.41
-19.61,19.26,-19.61,-0.67,-4.37,-2.54
-15.37,17.93,-19.61,-0.17,-4.37,-3.15
-3.45,18.98,-19.61,0.69,-4.37,-3.62
5.2,19.61,-19.04,0.11,-4.37,-4.37
13.86,19.61,-18.84,-1.17,-4.37,-4.37
18.6,19.61,-19.24,-2.01,-4.37,-4.14
19.61,15.56,-16.24,-1.81,-4.37,-3.89
19.61,12.24,-7.65,-1.41,-4.37,-4.21
19.61,4.93,3.25,-0.98,-4.37,-3.65
19.61,-1.19,12.16,-0.13,-4.37,-3.11
19.61,-4.95,19.61,0.56,-2.53,-2.4
19.61,-7.66,19.61,1.46,0.64,-1.39
19.61,-6.42,19.61,2.12,2.56,-0.44
