ax,ay,az,gx,gy,gz
-8.81,2.17,-0.31,1.46,0.2,2.0
-10.11,5.09,3.66,0.37,0.03,1.66
-13.76,8.19,6.35,-1.13,0.32,1.01
-19.61,7.98,7.72,-2.31,-0.09,0.71
-19.61,5.51,5.47,-1.97,-1.7,1.89
-19.61,4.88,1.98,-0.13,-3.43,4.26
-19.61,11.35,-2.19,0.98,-4.37,4.37
-19.61,19.61,-11.49,-1.02,-4.37,4.37
-17.48,19.61,-19.61,-4.37,-4.37,4.37
-19.61,19.61,-19.61,-4.37,-4.37,4.37
-19.61,19.61,-19.61,-4.37,-4.37,4.37
-17.53,19.61,-19.61,-4.37,-4.37,0.92
-5.16,19.61,-19.61,-4.37,-4.37,-2.48
3.55,19.61,-19.61,-4.37,-4.37,-4.27
16.16,16.52,-19.61,-4.37,-4.37,-4.37
19.61,4.74,-19.61,-4.37,-4.37,-4.37
19.61,-7.53,-19.61,-4.37,-3.39,-4.37
19.61,-14.45,-16.33,-4.26,-4.37,-4.37
19.61,-15.7,-6.36,-4.37,-4.37,-3.22
