ax,ay,az,gx,gy,gz
-12.43,19.61,2.4,-0.71,0.24,-3.0
-10.02,19.61,-5.13,-4.28,-1.29,-3.02
-7.02,19.61,-7.98,-4.18,-2.13,-3.75
-3.45,19.61,-8.01,-3.42,-1.81,-4.37
-3.55,19.61,-10.0,-3.71,-1.76,-4.37
-2.94,19.61,-11.47,-3.9,-2.75,-4.37
0.16,17.7,-11.06,-3.85,-3.64,-4.37
3.05,14.18,-9.07,-3.45,-4.08,-4.37
6.94,14.1,-6.43,-3.25,-3.48,-4.37
8.91,11.16,-4.85,-2.86,-2.86,-4.37
8.38,8.86,-3.51,-1.93,-2.8,-4.37
8.17,10.54,-1.77,-0.86,-3.12,-4.37
10.3,11.2,0.27,-0.3,-2.9,-4.37
11.33,11.48,1.56,-0.58,-2.39,-4.37
11.03,9.02,2.26,-0.89,-2.23,-4.37
10.71,7.04,2.89,-0.69,-2.41,-4.37
12.39,6.02,4.03,-0.04,-2.57,-4.37
15.17,7.49,6.57,0.6,-2.51,-4.37
16.9,7.08,8.47,-0.08,-1.96,-4.37
