ax,ay,az,gx,gy,gz
-2.76,3.87,5.63,1.67,4.37,-0.27
-0.91,1.6,3.56,2.25,4.37,0.44
-5.27,1.32,1.52,2.22,4.26,0.83
-7.54,3.06,4.15,0.89,2.18,1.5
-3.35,1.95,7.27,-0.45,2.6,2.06
-8.85,1.02,4.35,-0.68,2.7,2.81
-11.05,3.49,4.1,-0.07,1.35,3.14
-9.86,7.5,5.12,0.02,0.9,3.1
-12.46,13.26,5.05,-1.28,0.07,3.08
-13.09,16.09,7.03,-2.35,-1.15,2.82
-13.08,15.98,7.93,-2.5,-1.22,2.14
-13.24,18.0,7.42,-1.76,-0.95,1.31
-13.26,19.61,5.04,-1.23,-0.89,0.41
-12.58,19.61,3.56,-1.38,-1.26,-0.32
-10.16,19.61,0.89,-2.13,-1.28,-1.03
-7.0,19.61,-1.02,-2.21,-1.16,-2.04
-5.22,19.61,-2.3,-2.07,-1.41,-3.07
-2.37,19.61,-3.51,-1.92,-1.66,-4.08
0.63,19.61,-5.27,-1.76,-1.81,-4.37
3.93,19.61,-6.97,-1.96,-1.84,-4.37
