ax,ay,az,gx,gy,gz
-19.61,-1.58,10.76,0.42,1.44,2.7
-19.61,10.31,8.53,1.89,1.53,1.91
-19.61,19.61,5.2,0.43,2.13,-0.38
-19.61,19.61,-0.57,-2.04,0.94,-1.12
-18.6,19.61,1.33,-2.65,-2.45,-0.79
-2.85,19.61,7.04,-2.58,-1.55,-3.49
3.74,19.61,7.29,-2.34,0.12,-4.37
4.66,19.61,6.47,-1.33,-0.2,-4.37
8.86,15.95,4.66,-0.17,-0.57,-4.37
11.74,12.18,3.88,-0.06,-0.94,-4.37
13.42,10.86,5.62,-0.97,-0.78,-4.37
14.74,6.83,6.89,-1.82,-0.82,-4.37
15.57,1.96,6.97,-2.21,-0.96,-4.37
15.08,-1.37,6.29,-1.61,-0.79,-4.16
14.14,-3.02,8.63,-0.91,-0.65,-4.18
13.4,-3.67,9.25,-0.57,0.03,-3.6
11.87,-5.13,8.86,-0.16,0.79,-2.95
9.49,-5.92,8.58,0.65,1.23,-2.41
8.29,-5.37,8.31,1.01,1.47,-2.04
