ax,ay,az,gx,gy,gz
-0.77,4.32,5.02,1.11,4.37,-0.0
-0.46,4.26,3.99,1.03,4.37,0.97
-5.47,5.44,5.67,0.1,4.37,1.69
-13.35,9.03,4.33,-0.96,3.96,1.76
-12.77,12.12,4.66,-1.5,3.52,1.13
-17.47,16.45,-1.48,-1.92,3.69,1.34
-19.27,19.61,-11.09,-1.8,2.64,0.97
-15.89,19.61,-18.84,-2.17,0.97,-0.5
-12.44,19.61,-19.61,-3.63,-0.95,-2.1
-7.75,19.61,-19.61,-3.15,-4.37,-2.92
0.38,19.61,-19.61,-1.95,-4.37,-4.37
12.03,19.61,-19.61,-2.24,-4.37,-4.37
19.61,19.61,-19.61,-3.18,-4.37,-4.37
19.61,19.61,-19.61,-3.97,-4.37,-4.37
19.61,19.61,-19.61,-4.15,-4.37,-4.37
19.61,19.47,-18.24,-4.21,-4.37,-4.37
19.61,12.1,-11.76,-3.95,-4.37,-4.37
19.61,5.64,-3.11,-3.02,-4.37,-4.37
19.61,0.49,2.71,-2.37,-4.37,-4.37
19.61,-4.61,6.62,-2.2,-2.42,-4.37
