ax,ay,az,gx,gy,gz
-19.61,-3.18,9.42,2.07,-0.97,2.4
-18.61,13.62,12.24,3.17,-1.14,1.06
-19.61,19.61,13.23,1.18,-0.86,-1.29
-19.61,19.61,10.3,-1.07,-1.28,-1.43
-19.61,19.61,6.76,-2.3,-1.91,-1.85
-12.25,19.61,6.17,-2.75,-1.09,-4.26
-7.74,19.61,4.95,-2.6,-0.34,-4.37
-4.53,18.08,3.63,-1.92,0.19,-4.37
-1.71,11.4,2.2,-0.6,0.7,-4.37
1.11,10.92,1.47,0.32,0.24,-4.37
3.5,10.88,3.86,0.13,-0.22,-4.17
5.99,8.08,3.93,-0.19,0.47,-3.84
5.69,6.51,2.65,0.37,0.57,-3.29
6.93,10.81,3.6,1.39,-0.24,-2.61
10.77,13.93,5.33,1.67,-1.04,-2.89
12.4,17.09,10.68,0.77,-2.41,-2.98
15.17,17.28,16.41,-1.19,-2.98,-2.96
19.38,11.88,16.17,-2.55,-2.02,-3.19
19.61,4.38,12.69,-2.24,-0.93,-2.89
