ax,ay,az,gx,gy,gz
-1.66,5.97,-9.16,-0.81,0.24,-0.89
-1.12,7.15,-11.11,-0.01,-0.43,-0.85
-0.77,9.76,-9.51,-0.07,-1.0,-1.12
-1.93,10.75,-6.96,-1.53,-1.23,-1.47
-3.57,9.19,-3.75,-3.55,-1.42,-1.92
-5.52,5.12,-0.33,-4.37,-1.37,-1.55
-8.42,0.14,3.19,-4.37,-1.25,-0.28
-10.41,-0.04,7.74,-4.37,-0.61,1.03
-11.4,3.52,10.17,-4.37,0.81,2.16
-14.85,4.98,8.24,-4.37,2.0,2.93
-15.99,5.15,4.14,-4.37,2.86,3.91
-18.71,5.54,-0.47,-4.37,3.12,3.64
-19.61,8.61,-4.94,-4.37,2.6,2.78
-19.61,16.37,-8.53,-4.37,1.16,2.07
-19.61,19.61,-10.73,-4.37,-1.05,1.37
-18.48,19.61,-10.45,-4.37,-1.33,-0.56
-12.81,19.61,-15.63,-4.34,-0.77,-1.78
-8.68,19.61,-19.61,-2.47,-1.52,-3.26
-4.94,19.61,-19.61,-0.47,-3.19,-4.28
3.74,19.61,-19.61,-0.3,-4.35,-4.37
