ax,ay,az,gx,gy,gz
-12.69,-8.37,3.7,-1.09,1.63,2.47
-12.7,-1.64,1.89,0.78,0.83,3.55
-12.74,9.6,0.34,0.78,0.25,3.03
-15.6,19.61,0.07,-0.76,-1.09,2.05
-17.32,19.61,1.23,-1.11,-2.47,0.59
-12.01,19.61,0.88,-0.45,-1.92,-1.15
-8.95,19.61,-0.84,0.07,-0.87,-3.34
-7.71,19.61,-4.26,-0.85,-0.25,-4.37
-4.28,19.61,-5.98,-1.61,-1.16,-4.37
1.72,19.61,-4.73,-1.85,-1.94,-4.37
7.03,13.28,-3.95,-2.33,-2.11,-4.37
8.07,7.82,-3.42,-2.18,-2.22,-4.37
7.91,5.3,-2.74,-1.5,-2.27,-4.37
7.63,5.34,-1.71,-0.84,-2.52,-4.37
7.55,6.28,-0.59,-0.87,-2.88,-4.37
7.97,6.45,0.41,-1.43,-3.32,-4.37
9.06,6.89,2.21,-1.94,-3.67,-4.37
10.99,7.05,4.51,-2.24,-3.64,-4.37
11.6,6.08,6.22,-2.35,-3.39,-4.17
