ax,ay,az,gx,gy,gz
-16.92,15.53,-7.82,-2.12,-1.51,-1.87
-17.59,18.68,-11.55,-3.26,-3.2,-1.13
-19.54,19.61,-13.2,-3.53,-4.37,-0.92
-11.76,19.61,-10.25,-3.64,-4.37,-2.84
-7.27,19.61,-7.5,-3.83,-3.53,-4.37
-5.33,19.61,-6.67,-3.37,-2.62,-4.37
-2.41,16.56,-5.34,-2.99,-2.82,-4.37
1.52,13.29,-4.31,-2.79,-3.13,-4.37
4.5,10.9,-3.6,-2.56,-3.44,-4.37
6.83,9.94,-1.94,-2.21,-3.27,-4.37
8.4,7.38,-1.05,-1.44,-2.97,-4.37
9.21,7.37,0.21,-0.49,-2.99,-4.04
8.88,11.3,2.22,-0.31,-3.3,-3.81
9.2,12.78,4.07,-1.42,-3.76,-3.55
10.51,11.57,6.07,-2.81,-3.96,-3.29
11.36,8.18,6.95,-3.3,-3.49,-3.04
12.41,4.87,6.92,-2.76,-2.56,-2.97
13.29,2.51,6.71,-2.3,-1.92,-2.98
11.84,1.71,7.05,-1.66,-1.61,-2.71
