ax,ay,az,gx,gy,gz
1.36,-4.96,4.0,-0.8,-1.99,3.4
2.2,-4.77,4.86,-1.19,-2.01,3.91
2.22,-4.45,5.52,-1.51,-2.12,4.27
2.38,-4.03,6.11,-1.78,-2.42,4.37
5.03,-2.07,9.88,-2.09,-2.95,4.37
5.92,-1.61,11.92,-2.25,-2.81,4.37
6.19,-1.68,13.45,-2.37,-2.54,4.37
5.88,-1.38,14.71,-2.37,-2.25,4.37
3.75,0.89,16.92,-1.75,-1.86,4.37
2.35,2.07,17.56,-1.44,-1.84,4.37
1.12,3.1,17.81,-1.23,-1.91,4.37
-0.5,4.72,18.1,-1.13,-2.11,4.37
-3.87,8.2,18.84,-1.4,-2.79,4.37
-5.84,10.65,19.27,-1.64,-3.27,4.37
-7.3,12.36,19.0,-1.83,-3.42,4.37
-9.54,13.52,18.57,-1.95,-3.47,4.37
-12.75,16.5,16.66,-2.32,-3.51,4.37
-14.04,19.16,16.27,-2.56,-3.42,4.37
-15.96,19.61,15.83,-2.94,-3.18,4.19
-18.94,19.61,14.59,-3.82,-3.06,3.1
