ax,ay,az,gx,gy,gz
3.64,5.51,5.38,-2.22,-2.65,4.37
5.78,6.23,7.25,-3.09,-3.07,4.37
7.45,6.17,8.78,-3.87,-3.36,4.37
9.14,6.7,10.51,-4.34,-3.55,4.37
10.76,6.92,13.38,-4.37,-3.48,4.37
12.04,5.67,16.56,-4.37,-3.08,4.37
12.1,4.52,17.22,-4.37,-2.8,4.37
12.39,4.19,17.43,-4.17,-2.64,4.37
13.43,5.75,18.44,-2.83,-2.69,4.37
15.12,11.6,19.56,-1.18,-2.6,4.37
15.49,16.08,19.61,-0.66,-2.28,4.37
14.63,19.26,19.61,-0.61,-1.75,4.37
8.7,19.61,19.61,-1.4,-0.66,4.37
5.48,19.61,19.61,-1.93,-0.3,4.37
2.07,19.61,19.61,-2.49,0.02,4.37
-0.57,19.61,19.61,-3.01,0.36,4.37
-4.72,19.61,19.61,-3.81,1.31,4.37
-6.69,19.61,19.61,-3.64,1.54,4.37
-8.41,19.61,19.61,-3.38,1.72,4.37
-10.0,19.61,19.61,-3.12,2.05,4.37
