ax,ay,az,gx,gy,gz
-9.96,15.66,0.59,0.28,4.13,0.15
-11.94,16.3,-1.19,-0.27,3.9,-0.32
-14.4,15.45,-4.19,-1.12,3.16,-1.11
-16.08,13.4,-6.06,-2.02,1.48,-1.73
-14.86,11.28,-6.6,-2.62,-0.25,-1.62
-13.3,11.78,-7.0,-2.67,-1.24,-1.5
-12.3,13.24,-6.99,-2.49,-1.28,-2.19
-14.05,14.99,-6.85,-2.36,-1.37,-2.75
-14.73,17.76,-7.02,-2.75,-1.76,-3.5
-11.57,16.95,-8.35,-3.54,-1.54,-4.11
-8.97,13.68,-11.05,-3.4,-1.07,-4.37
-6.85,11.5,-14.72,-2.07,-1.16,-4.37
-6.39,13.12,-17.02,-0.57,-2.54,-4.31
-4.2,17.35,-17.86,0.06,-4.22,-4.0
0.41,19.59,-16.95,0.06,-4.37,-4.13
3.91,19.32,-14.39,-0.08,-4.37,-4.37
6.42,17.1,-11.71,0.0,-4.37,-4.37
8.13,15.72,-9.22,0.52,-4.37,-4.37
9.84,17.5,-6.21,0.95,-4.37,-4.37
11.75,19.26,-2.89,1.05,-4.37,-4.37
