ax,ay,az,gx,gy,gz
0.57,6.78,-6.74,-0.27,4.37,3.99
0.42,8.03,-7.72,0.03,4.37,4.36
-1.89,10.32,-8.38,0.07,4.21,4.37
-2.63,12.33,-7.23,0.08,3.17,4.37
-2.93,13.19,-5.52,0.17,2.76,4.37
-5.71,14.93,-3.87,0.72,2.48,4.21
-8.57,18.0,-1.33,0.39,2.28,3.69
-10.64,19.6,0.52,-0.85,2.26,3.01
-11.86,18.66,0.23,-1.95,2.27,2.05
-12.48,18.51,-0.48,-1.83,1.73,1.22
-11.96,19.25,0.8,-1.75,1.12,0.11
-10.22,18.25,1.18,-2.89,1.14,-0.7
-9.95,15.6,-0.66,-3.72,1.39,-1.23
-10.62,14.7,-3.38,-3.23,1.18,-1.81
-10.59,15.63,-5.46,-2.14,0.5,-2.15
-9.96,18.3,-6.78,-1.35,-0.31,-2.43
-8.81,19.61,-8.64,-1.26,-1.04,-2.94
-7.51,19.61,-10.91,-1.9,-1.8,-3.32
-6.64,19.61,-13.1,-2.23,-2.82,-3.61
-4.83,19.61,-13.48,-1.7,-3.85,-4.23
