ax,ay,az,gx,gy,gz
-9.26,3.48,3.9,-0.57,-0.24,0.14
-8.74,3.52,3.76,-0.54,-0.08,0.04
-8.66,3.45,3.51,-0.53,0.12,0.02
-8.5,3.09,3.16,-0.5,0.38,0.04
-8.66,2.79,3.09,-0.42,0.55,0.08
-8.7,2.54,2.93,-0.31,0.59,0.12
-8.73,2.37,2.94,-0.17,0.66,0.16
-9.12,1.98,2.7,0.19,0.8,0.25
-9.36,1.86,2.58,0.49,0.9,0.31
-9.78,1.94,2.48,0.82,0.98,0.35
-10.41,2.23,2.39,1.12,1.02,0.36
-12.14,2.56,2.15,1.59,0.87,0.32
-13.2,3.24,1.96,1.92,0.59,0.3
-13.08,4.03,2.02,2.05,0.33,0.25
-12.74,5.09,2.33,2.08,0.15,0.16
-12.47,5.94,2.41,1.99,0.0,-0.03
-12.71,5.84,2.06,1.95,-0.09,-0.3
-13.5,5.03,1.76,2.17,-0.1,-0.44
-14.46,4.15,1.41,2.58,-0.06,-0.59
-15.27,3.43,1.02,3.25,0.0,-0.73
