ax,ay,az,gx,gy,gz
-3.93,5.58,-0.42,-0.13,1.87,0.31
-4.93,6.58,-0.74,-0.09,2.68,0.23
-5.88,6.87,-4.71,0.59,2.28,0.58
-6.82,7.69,-6.3,1.14,1.04,0.57
-8.93,12.64,-7.69,1.11,0.51,0.8
-8.78,14.09,-10.32,1.06,-0.15,0.39
-10.55,15.89,-11.28,0.8,-1.22,0.15
-9.4,15.93,-10.9,0.12,-2.22,-0.33
-8.64,13.98,-10.23,-0.25,-3.0,-0.54
-8.6,11.94,-8.9,0.2,-3.63,-0.93
-7.91,10.85,-7.46,0.79,-3.77,-1.27
-6.41,10.49,-6.41,0.76,-3.9,-1.51
-4.6,9.35,-5.59,0.38,-3.72,-1.51
-3.67,8.71,-4.07,-0.23,-3.38,-1.62
-2.91,7.12,-3.35,-0.62,-2.94,-1.66
-2.71,5.34,-2.63,-0.33,-2.62,-1.63
-2.41,4.71,-1.72,0.2,-2.44,-1.54
-2.06,4.6,-0.68,0.57,-2.21,-1.44
-1.84,4.69,0.01,0.55,-1.93,-1.27
-2.15,4.69,0.64,0.27,-1.69,-1.02
