ax,ay,az,gx,gy,gz
-19.03,5.15,4.14,2.38,3.9,-2.59
-19.61,2.06,-1.46,4.37,4.14,-2.79
-19.61,5.57,-4.95,4.37,2.28,-2.44
-18.32,8.84,-6.57,4.37,1.6,-2.97
-13.32,6.89,-9.22,4.37,-0.16,-2.65
-7.12,4.86,-8.1,4.37,-2.5,-1.7
0.45,4.42,-1.37,3.36,-3.61,-1.03
5.18,2.51,1.63,1.71,-3.4,-1.85
2.19,-0.64,2.48,0.05,-2.56,-1.08
1.79,-3.33,1.38,-0.1,-2.04,-0.41
1.47,-4.02,1.38,0.65,-1.63,-0.08
-1.18,-1.95,2.02,0.95,-0.97,0.18
-4.2,0.79,2.68,0.32,-0.47,0.32
-6.55,0.98,2.9,-0.32,-0.13,0.16
-7.59,-0.2,2.38,-0.4,0.21,0.07
-9.06,-0.69,1.8,0.09,0.45,0.12
-9.76,0.15,1.16,0.33,0.45,0.2
-9.99,1.3,1.01,0.01,0.34,0.29
-9.83,1.36,0.8,-0.36,0.28,0.27
