ax,ay,az,gx,gy,gz
-14.02,8.81,-7.91,0.39,0.29,0.24
-14.36,10.16,-7.0,0.26,-0.21,0.01
-14.57,11.73,-7.09,-0.17,-0.62,-0.33
-13.89,12.75,-6.34,-0.91,-0.79,-0.83
-13.54,12.0,-6.67,-1.57,-0.74,-1.32
-13.79,9.78,-7.94,-1.65,-1.04,-1.71
-12.49,7.87,-8.05,-1.26,-1.7,-1.89
-11.0,6.78,-7.15,-0.87,-2.19,-1.97
-9.44,5.68,-6.31,-0.69,-2.27,-2.06
-7.64,4.66,-5.97,-0.88,-2.18,-2.16
-6.26,2.82,-5.68,-0.89,-2.09,-2.09
-5.68,0.96,-4.85,-0.53,-2.24,-1.74
-5.75,1.03,-3.22,0.1,-2.36,-1.4
-5.27,1.46,-2.23,0.63,-2.29,-1.29
-5.23,1.61,-1.35,0.71,-1.85,-1.3
-5.44,1.02,-1.18,0.66,-1.61,-1.08
-5.85,1.09,-0.68,0.64,-1.46,-0.87
-5.73,1.64,-0.1,0.46,-1.44,-0.73
-5.35,2.02,0.06,0.07,-1.14,-0.66
