ax,ay,az,gx,gy,gz
-5.35,5.09,-0.67,-0.54,0.85,-0.23
-6.42,4.07,-3.11,-0.03,0.75,-0.53
-4.85,1.92,-1.96,1.13,-0.46,-0.4
-4.52,4.52,-0.7,1.44,-0.12,0.08
-5.85,5.16,-0.64,1.19,0.4,0.03
-7.31,6.26,-0.74,0.66,0.75,-0.01
-8.67,6.72,-1.44,0.17,0.82,0.06
-9.89,7.45,-2.5,-0.12,0.71,0.15
-11.01,8.19,-3.83,0.01,0.45,0.14
-12.75,9.51,-4.79,0.57,-0.16,0.14
-12.95,10.92,-5.68,0.96,-1.11,-0.07
-11.97,11.97,-4.97,0.68,-1.79,-0.29
-10.4,11.58,-3.82,0.01,-1.77,-0.79
-9.39,9.35,-3.27,-0.77,-1.71,-0.97
-8.5,7.04,-3.18,-1.03,-1.63,-1.09
-7.64,5.04,-2.93,-0.77,-1.58,-1.1
-6.67,4.02,-2.48,-0.31,-1.66,-1.05
-5.15,3.54,-1.44,-0.08,-1.57,-0.96
-4.28,3.35,-0.41,-0.21,-1.39,-0.75
-4.29,3.14,0.54,-0.56,-1.17,-0.55
