ax,ay,az,gx,gy,gz
-7.74,4.93,3.63,-0.49,-0.59,-0.14
-7.28,4.72,4.2,-0.86,-0.52,-0.21
-7.07,3.79,4.47,-0.97,-0.32,-0.22
-7.22,2.28,4.6,-0.5,0.07,-0.26
-7.47,1.6,4.73,0.06,0.39,-0.22
-8.3,1.06,4.5,0.75,0.67,-0.17
-10.12,1.3,3.88,1.96,0.66,-0.01
-10.75,2.16,3.88,2.3,0.54,0.09
-11.78,2.97,3.91,2.45,0.44,0.13
-13.64,3.39,3.7,2.7,0.34,0.06
-16.15,4.97,3.81,3.33,0.22,-0.28
-16.18,6.22,3.89,3.69,0.18,-0.59
-15.46,7.3,3.98,3.94,0.06,-0.86
-13.08,8.8,3.85,3.92,-0.22,-1.29
-12.09,8.18,3.4,3.83,-0.39,-1.59
-11.37,7.0,2.66,3.85,-0.66,-1.84
-9.81,5.7,2.33,3.89,-0.95,-2.15
-8.84,4.93,2.2,3.79,-0.99,-2.24
-8.11,4.26,1.94,3.61,-1.03,-2.13
-6.69,3.79,1.6,3.52,-1.16,-1.78
