ax,ay,az,gx,gy,gz
-2.81,5.93,-1.01,0.29,1.4,-0.32
-3.81,4.38,-5.62,0.98,0.15,-0.06
-1.11,4.85,-2.42,1.11,-0.29,0.45
-3.75,7.55,-1.74,0.66,0.04,0.63
-3.77,8.56,-3.07,0.12,0.68,0.53
-7.24,9.39,-5.58,0.09,0.66,0.52
-8.62,10.7,-7.73,0.77,-0.07,0.48
-8.79,13.53,-8.65,1.39,-0.63,0.12
-9.34,15.48,-9.46,1.22,-1.1,-0.19
-9.97,15.77,-9.64,0.59,-1.83,-0.54
-9.05,14.21,-9.28,0.05,-2.44,-0.95
-7.99,12.39,-8.74,0.07,-2.82,-1.35
-6.94,11.05,-8.17,0.52,-3.08,-1.56
-5.62,11.26,-7.3,0.71,-3.11,-1.76
-4.86,10.91,-7.02,0.49,-3.08,-1.85
-4.1,9.4,-6.66,0.46,-3.21,-1.87
-3.52,8.18,-5.89,0.84,-3.28,-1.86
-2.39,8.53,-4.55,0.87,-3.07,-1.87
-2.01,7.69,-3.63,0.56,-2.84,-1.78
-2.35,6.19,-2.77,0.53,-2.8,-1.68
