ax,ay,az,gx,gy,gz
-5.34,4.26,-0.08,0.52,1.93,-0.06
-6.58,1.42,-3.3,1.64,0.63,0.28
-6.89,6.06,-1.82,1.8,0.62,0.5
-7.62,6.42,-3.3,1.62,0.71,0.62
-9.85,8.58,-4.83,1.01,0.83,0.53
-11.35,10.12,-7.31,0.38,0.56,0.46
-11.54,11.36,-8.67,-0.02,-0.06,0.29
-11.71,11.51,-9.22,0.08,-0.73,0.09
-11.8,11.49,-8.79,0.18,-1.64,-0.24
-11.48,11.04,-6.96,0.2,-2.44,-0.34
-10.3,10.36,-5.31,0.21,-2.87,-0.65
-8.71,9.33,-3.94,0.24,-2.77,-1.04
-7.87,8.18,-3.34,0.18,-2.75,-1.18
-7.04,7.13,-2.6,0.08,-2.55,-1.25
-6.44,6.07,-2.0,0.03,-2.2,-1.27
-5.79,5.24,-1.66,0.14,-2.08,-1.24
-5.01,4.77,-0.52,0.24,-1.94,-1.16
-4.63,4.45,0.08,0.21,-1.7,-1.08
-4.87,4.16,0.18,0.15,-1.38,-0.98
-4.94,3.68,0.17,0.27,-1.2,-0.91
