ax,ay,az,gx,gy,gz
-17.9,-2.67,10.01,2.03,2.62,-0.73
-19.61,4.99,8.0,3.33,3.11,-1.41
-19.61,12.42,3.67,3.93,2.53,-2.88
-19.61,8.42,-1.96,4.37,2.6,-4.16
-12.71,2.36,-6.02,4.37,1.82,-4.37
-10.02,-0.24,-8.67,4.37,-0.84,-3.42
-0.93,1.16,-5.09,4.18,-2.95,-2.61
7.77,0.84,-0.36,2.27,-3.21,-2.09
6.63,-3.66,1.5,0.01,-2.66,-1.37
5.71,-3.91,2.69,-1.05,-1.65,-0.24
2.27,-5.71,2.89,-0.68,-1.39,0.51
0.06,-4.14,4.16,-0.05,-0.73,1.08
-3.22,-0.62,5.65,0.16,0.01,1.32
-7.0,1.93,5.71,-0.06,0.48,1.11
-9.77,3.18,4.61,-0.35,0.59,0.95
-11.5,3.36,4.5,-0.53,0.39,0.85
-11.66,3.39,4.97,-0.86,0.17,0.57
-10.54,1.46,4.86,-1.07,0.11,0.5
-9.05,0.48,4.02,-0.76,0.02,0.65
