ax,ay,az,gx,gy,gz
-8.46,2.94,1.0,-0.3,0.27,0.06
-8.48,2.72,0.78,-0.21,0.29,0.08
-8.76,2.69,0.52,0.0,0.28,0.09
-8.72,3.35,0.69,0.05,0.39,0.03
-9.34,3.47,0.37,-0.07,0.44,-0.03
-9.56,3.34,0.1,-0.05,0.35,-0.11
-10.18,3.1,-0.05,0.08,0.24,-0.11
-10.44,3.26,-0.08,0.15,0.08,-0.08
-9.73,3.51,0.11,0.03,0.06,-0.12
-9.7,3.25,0.23,-0.21,0.1,-0.16
-9.75,2.58,0.29,-0.21,0.03,-0.16
-9.59,2.4,0.4,-0.04,-0.06,-0.1
-9.39,2.68,0.6,0.02,-0.09,-0.07
-9.19,2.77,0.71,-0.04,-0.08,-0.04
-9.06,2.66,0.74,-0.09,-0.06,-0.02
-8.97,2.48,0.79,-0.09,-0.04,0.0
-8.8,2.49,0.96,-0.07,-0.04,0.04
-8.69,2.56,1.12,-0.06,-0.02,0.08
-8.59,2.61,1.27,-0.06,0.03,0.08
-8.71,2.68,1.28,-0.05,0.1,0.11
