ax,ay,az,gx,gy,gz
-16.44,7.91,-4.68,0.04,-1.02,0.88
-19.61,9.83,-6.67,-0.38,-1.24,-0.19
-18.41,8.66,-6.39,-0.56,-1.63,-0.68
-15.82,7.43,-5.53,-0.54,-2.18,-1.34
-12.76,5.88,-4.08,-0.76,-2.63,-1.39
-10.45,3.96,-2.54,-0.97,-2.83,-1.2
-7.82,2.23,-1.77,-0.67,-2.9,-0.85
-5.21,2.35,-0.88,0.01,-2.5,-0.93
-3.25,3.51,-1.13,0.44,-1.58,-1.17
-3.92,3.9,-2.04,0.82,-1.08,-1.17
-3.94,3.12,-2.59,0.97,-1.25,-1.02
-3.0,2.42,-1.41,0.95,-1.46,-0.68
-2.11,2.23,-0.7,0.74,-1.24,-0.53
-2.03,2.13,0.52,0.57,-0.67,-0.63
-2.46,2.1,-0.49,0.48,-0.25,-0.61
-3.71,1.87,-0.64,0.44,-0.32,-0.49
-3.94,1.81,0.28,0.28,-0.59,-0.15
-3.71,1.97,1.29,-0.11,-0.42,0.0
-3.82,1.43,1.31,-0.44,0.07,0.09
