ax,ay,az,gx,gy,gz
-7.44,-0.23,2.03,1.64,0.13,-0.23
-8.1,0.98,1.47,1.0,0.6,0.04
-10.89,-0.55,0.14,1.26,-0.22,0.29
-7.53,2.07,2.43,1.08,0.06,0.35
-9.9,1.49,3.5,0.54,0.98,-0.01
-14.14,1.38,5.64,-0.19,1.25,0.06
-19.61,0.72,5.94,-0.36,1.81,-0.29
-19.61,0.71,1.98,1.27,1.69,-0.65
-19.61,5.38,-3.22,3.79,1.31,-1.35
-19.61,6.1,-6.99,4.37,1.52,-2.55
-14.96,3.5,-12.71,4.37,0.48,-2.89
-8.6,1.84,-10.31,4.37,-2.61,-2.21
0.54,-0.15,-5.2,1.64,-4.37,-1.44
6.96,-2.37,-1.56,-0.28,-3.76,-0.47
5.0,-2.25,2.28,-0.58,-2.88,0.12
3.95,-0.85,6.06,-0.55,-1.94,0.07
0.92,-1.15,7.79,-0.42,-0.74,0.09
-3.51,-1.44,6.39,-0.02,0.35,0.15
-6.41,-1.11,3.77,0.36,1.08,-0.01
