ax,ay,az,gx,gy,gz
-10.08,8.07,-9.92,0.24,-0.04,0.27
-10.3,8.26,-9.53,-0.07,-0.26,0.17
-10.41,7.81,-9.23,-0.19,-0.61,-0.07
-9.88,7.98,-8.48,-0.45,-0.94,-0.17
-9.87,7.73,-7.88,-0.85,-1.23,-0.29
-9.82,7.4,-7.77,-1.03,-1.46,-0.38
-9.45,7.07,-7.68,-0.93,-1.61,-0.52
-9.63,7.09,-7.51,-0.8,-1.7,-0.66
-9.4,6.98,-7.46,-0.82,-1.8,-0.71
-9.45,6.9,-7.33,-0.99,-1.97,-0.76
-10.37,6.97,-7.28,-0.88,-2.44,-0.85
-9.9,8.35,-6.21,-0.85,-2.81,-0.88
-9.33,8.26,-4.93,-0.99,-2.63,-1.23
-9.17,6.05,-5.06,-0.9,-2.35,-1.5
-8.51,4.68,-4.37,-0.54,-2.37,-1.54
-6.56,4.57,-3.31,-0.3,-2.38,-1.43
-4.33,4.55,-3.46,-0.33,-2.0,-1.52
-3.92,4.33,-3.58,-0.5,-1.72,-1.59
-3.96,3.47,-3.6,-0.57,-1.73,-1.62
