ax,ay,az,gx,gy,gz
-8.96,6.33,0.92,-0.8,-0.46,0.21
-9.2,6.5,1.12,-1.12,-0.36,0.12
-9.68,6.51,1.09,-1.47,-0.29,0.06
-10.61,6.01,1.18,-1.91,-0.19,-0.03
-11.48,5.14,1.27,-1.95,-0.11,-0.09
-12.37,4.18,1.38,-1.61,-0.13,-0.2
-12.95,3.2,2.22,-0.51,-0.23,-0.36
-12.84,3.0,2.7,0.05,-0.16,-0.41
-13.01,2.95,2.94,0.66,-0.06,-0.48
-13.69,3.18,2.96,1.32,-0.05,-0.57
-14.18,3.65,2.76,1.52,-0.2,-0.57
-14.77,4.06,2.82,1.6,-0.53,-0.56
-14.85,4.05,2.86,1.66,-0.95,-0.6
-14.43,3.29,2.77,2.0,-1.09,-0.68
-13.04,2.75,2.46,2.65,-1.13,-0.81
-10.91,2.45,1.77,3.51,-1.12,-0.97
-10.06,2.42,1.38,3.83,-1.14,-1.04
-9.28,2.59,1.05,4.09,-1.21,-1.13
-8.22,2.88,0.66,4.21,-1.37,-1.22
-6.67,3.01,0.31,4.13,-1.59,-1.21
