ax,ay,az,gx,gy,gz
-9.26,1.73,0.6,-0.03,0.28,0.07
-9.35,1.84,0.58,-0.02,0.26,0.09
-10.07,2.03,0.36,-0.04,0.26,0.02
-10.3,1.94,0.45,-0.04,0.24,-0.06
-10.67,1.88,0.4,-0.07,0.25,-0.13
-10.73,1.81,0.43,-0.1,0.19,-0.17
-10.67,1.65,0.48,-0.11,0.13,-0.19
-10.55,1.61,0.52,-0.09,0.05,-0.19
-9.97,1.65,0.51,-0.03,0.01,-0.12
-9.33,1.84,0.49,-0.03,0.03,-0.1
-8.96,1.85,0.47,-0.07,0.04,-0.07
-8.68,1.72,0.55,-0.08,0.04,-0.06
-8.37,1.52,0.62,-0.06,0.06,-0.02
-8.25,1.39,0.71,-0.05,0.1,0.02
-8.19,1.43,0.84,-0.05,0.18,0.06
-8.44,1.51,0.8,-0.05,0.25,0.08
-8.74,1.55,0.85,-0.04,0.29,0.1
-9.08,1.64,0.84,-0.02,0.34,0.11
-9.63,1.74,0.74,-0.0,0.37,0.1
-10.14,1.76,0.65,-0.01,0.37,0.07
