ax,ay,az,gx,gy,gz
-18.87,7.86,-15.8,0.55,-0.58,-0.03
-16.57,11.54,-15.66,0.26,-1.69,-0.45
-15.41,11.87,-14.42,-0.83,-2.73,-0.84
-12.75,10.28,-12.31,-2.01,-3.65,-1.4
-9.64,7.05,-9.76,-2.55,-3.95,-1.7
-7.25,4.2,-7.74,-2.45,-3.85,-1.92
-6.31,1.84,-5.74,-1.81,-3.6,-1.9
-5.61,1.02,-3.51,-0.99,-3.7,-1.74
-4.36,0.63,-1.35,-0.35,-3.31,-1.63
-4.73,-1.04,-0.8,0.26,-2.65,-1.4
-6.6,-1.64,-0.63,0.83,-2.13,-1.02
-6.0,0.21,0.04,1.16,-2.19,-0.66
-4.11,1.12,1.12,1.17,-1.66,-0.47
-4.19,1.13,0.37,1.04,-0.88,-0.46
-4.8,0.67,-1.05,1.09,-0.56,-0.4
-4.94,0.96,-0.87,1.05,-0.79,-0.07
-4.43,2.17,-0.17,0.74,-0.94,0.13
-4.77,2.72,0.69,0.27,-0.63,0.06
-5.38,2.42,0.24,0.04,-0.26,-0.09
