ax,ay,az,gx,gy,gz
-12.35,5.26,0.6,1.72,-1.28,-0.78
-11.98,6.15,1.02,1.78,-1.3,-0.88
-11.47,6.95,1.36,1.64,-1.21,-0.96
-10.96,7.3,1.53,1.4,-1.03,-1.06
-10.71,6.21,1.34,1.12,-0.65,-1.28
-10.86,5.39,1.26,1.24,-0.62,-1.35
-10.9,4.71,1.24,1.51,-0.66,-1.36
-10.94,4.13,1.53,1.98,-0.75,-1.36
-11.11,3.85,1.84,2.54,-0.82,-1.34
-11.15,3.88,1.78,2.79,-0.85,-1.31
-11.4,3.87,1.5,2.99,-0.89,-1.28
-11.65,4.48,1.05,3.03,-1.08,-1.22
-11.77,5.73,0.57,2.65,-1.46,-1.08
-11.58,6.19,0.43,2.2,-1.75,-0.97
-11.25,6.45,0.37,1.7,-2.08,-0.89
-10.1,6.11,0.6,1.13,-2.45,-0.86
-8.42,4.88,1.22,0.77,-2.71,-1.01
-7.44,3.9,1.65,0.87,-2.69,-1.11
-6.58,3.34,1.98,1.06,-2.61,-1.19
-6.04,3.1,2.3,1.25,-2.46,-1.28
