ax,ay,az,gx,gy,gz
-10.8,4.82,2.04,0.57,-0.14,-0.37
-10.98,5.43,2.44,0.77,-0.14,-0.38
-11.54,5.98,2.95,1.01,-0.11,-0.46
-11.92,6.36,4.0,1.42,0.02,-0.64
-12.21,6.25,4.48,1.77,0.21,-0.77
-12.23,6.32,4.68,2.13,0.31,-0.89
-11.44,6.42,4.3,2.49,0.39,-1.07
-11.28,6.11,3.76,2.62,0.44,-1.13
-11.46,5.72,3.18,2.73,0.48,-1.2
-11.71,5.27,2.37,2.79,0.49,-1.36
-11.72,4.79,1.65,2.81,0.5,-1.48
-11.18,4.13,1.42,2.88,0.51,-1.49
-10.72,3.65,1.04,2.97,0.52,-1.47
-10.3,3.14,0.49,3.1,0.48,-1.37
-10.0,2.9,-0.32,3.26,0.3,-1.24
-9.93,3.38,-0.53,3.25,0.11,-1.18
-9.98,3.91,-0.56,3.12,-0.13,-1.13
-9.6,4.53,-0.59,2.81,-0.48,-1.13
-8.7,5.03,-0.48,2.35,-0.89,-1.2
-7.9,5.05,-0.35,2.05,-1.06,-1.23
