ax,ay,az,gx,gy,gz
-10.19,2.11,4.33,0.52,-0.08,0.54
-10.52,2.72,4.26,0.78,-0.05,0.22
-10.8,2.78,4.4,1.14,0.06,-0.2
-12.0,2.09,4.86,2.17,0.46,-0.57
-13.13,2.4,5.08,3.02,0.73,-0.72
-13.88,3.26,5.18,3.55,0.83,-0.84
-13.51,4.8,5.26,3.81,0.86,-1.03
-12.98,5.39,4.92,3.86,0.87,-1.25
-12.82,5.02,4.0,4.08,0.81,-1.42
-12.84,4.77,2.79,4.35,0.52,-1.54
-12.62,4.91,1.67,4.37,-0.1,-1.67
-11.7,5.19,1.43,4.37,-0.51,-1.77
-10.02,5.29,1.44,4.37,-0.8,-1.87
-7.71,4.8,1.56,4.37,-0.87,-2.0
-6.66,4.74,1.35,4.37,-0.8,-2.0
-6.04,4.05,1.05,4.37,-0.68,-2.05
-5.74,3.08,0.11,4.37,-0.71,-1.81
-5.56,2.92,-0.2,4.16,-0.81,-1.54
-5.56,3.01,-0.25,3.64,-0.91,-1.23
-4.61,3.68,0.23,2.31,-1.01,-0.67
