ax,ay,az,gx,gy,gz
-18.79,16.81,-1.69,4.37,0.41,-4.37
-8.32,15.17,-2.66,3.93,-1.08,-4.37
1.75,6.65,0.62,0.58,-1.51,-4.37
3.05,-2.1,4.53,-0.02,-1.22,-4.37
5.27,-6.64,7.08,0.52,-0.14,-4.36
1.88,-7.36,4.75,1.05,0.05,-2.77
0.74,-5.29,3.1,1.26,-0.3,-1.79
3.13,-3.62,2.51,1.42,-0.14,-1.5
0.27,-3.66,-0.5,0.93,-0.26,-0.78
-2.29,-3.71,-0.27,0.46,-0.11,0.02
-4.88,-3.9,-2.13,0.62,-0.46,0.5
-5.49,-2.08,-0.43,0.83,-0.75,0.79
-6.22,0.43,1.77,0.02,-0.47,0.69
-8.65,1.02,3.02,-0.92,-0.33,0.49
-9.67,-0.13,3.74,-1.05,-0.33,0.5
-9.71,-1.04,4.04,-0.43,-0.13,0.58
-9.97,-0.27,4.42,0.17,0.12,0.65
-9.76,1.11,4.52,0.05,0.53,0.32
-10.63,0.81,3.56,-0.4,0.59,0.18
