ax,ay,az,gx,gy,gz
-4.31,5.31,-1.8,0.21,1.63,0.21
-4.65,4.16,-2.38,1.1,1.76,0.13
-8.13,6.01,-3.65,1.55,1.39,0.48
-9.74,7.96,-4.84,1.57,0.63,0.39
-10.74,10.22,-6.34,1.08,0.29,0.39
-11.66,11.99,-8.18,0.59,-0.16,0.06
-12.7,12.5,-10.01,0.52,-0.91,-0.35
-13.34,12.53,-10.87,1.05,-1.67,-0.76
-12.98,12.8,-11.59,1.48,-2.4,-1.21
-12.04,12.47,-11.61,1.59,-3.05,-1.67
-9.27,11.51,-11.03,1.78,-3.61,-2.18
-5.98,10.37,-8.89,1.83,-4.1,-2.41
-3.18,9.48,-5.67,1.58,-4.24,-2.52
-0.87,7.12,-3.14,1.14,-4.15,-2.27
0.18,4.87,-0.72,0.84,-3.68,-1.99
0.27,3.06,1.47,0.64,-3.03,-1.62
0.05,2.01,2.68,0.41,-2.24,-1.19
-1.08,1.47,2.82,0.35,-1.58,-0.71
-2.2,0.79,2.51,0.46,-1.14,-0.45
-3.12,1.47,1.9,0.46,-0.71,-0.14
