ax,ay,az,gx,gy,gz
-9.91,5.44,2.85,1.08,1.17,-1.21
-11.04,4.29,2.05,1.23,1.18,-1.14
-11.92,3.48,1.34,1.58,1.06,-1.05
-12.32,3.22,1.08,2.04,0.91,-0.94
-12.54,3.46,0.61,2.95,0.7,-0.73
-12.49,5.34,0.14,3.5,0.54,-0.58
-12.55,7.09,0.07,3.66,0.37,-0.71
-12.49,8.68,-0.05,3.58,0.21,-0.96
-13.03,9.33,-0.34,3.13,-0.05,-1.24
-14.26,9.16,-1.0,2.29,-0.52,-1.41
-14.8,9.07,-1.1,1.82,-0.88,-1.47
-14.91,8.8,-1.12,1.35,-1.23,-1.54
-14.12,7.58,-0.77,0.86,-1.71,-1.58
-13.01,6.6,-0.37,0.72,-2.0,-1.58
-11.86,6.18,0.14,0.8,-2.13,-1.58
-10.28,6.03,0.7,1.0,-2.16,-1.68
-6.88,5.08,1.48,1.46,-1.83,-1.98
-5.86,4.72,1.6,1.58,-1.63,-2.02
-5.04,4.35,1.67,1.65,-1.41,-2.0
-4.46,4.08,1.7,1.67,-1.19,-1.93
