ax,ay,az,gx,gy,gz
-10.17,6.71,-8.68,0.07,-0.03,0.7
-10.86,9.08,-6.41,0.38,-0.45,0.48
-11.67,10.62,-7.54,-0.08,-0.39,0.21
-12.66,9.9,-6.7,-0.49,-0.61,-0.35
-13.16,9.22,-6.71,-0.61,-1.06,-0.72
-13.57,8.94,-5.76,-0.74,-1.23,-1.01
-13.7,8.04,-5.39,-0.94,-1.29,-1.25
-15.15,6.79,-6.42,-0.64,-1.31,-1.32
-15.05,7.54,-7.8,-0.18,-1.77,-1.49
-12.46,8.55,-7.6,0.15,-2.14,-1.77
-10.42,7.92,-7.08,0.04,-2.27,-2.04
-9.05,5.26,-6.96,0.15,-2.32,-2.18
-6.68,2.91,-7.18,0.74,-2.21,-1.83
-3.53,3.26,-7.57,1.39,-2.26,-1.49
-3.3,4.07,-5.41,1.51,-2.29,-1.54
-2.8,2.88,-4.3,1.21,-2.41,-1.43
-2.53,1.47,-2.21,0.85,-2.43,-1.23
-1.89,0.49,-0.47,0.51,-2.12,-0.92
-1.53,0.22,0.46,0.14,-1.4,-0.68
