time,ax,ay,az,gx,gy,gz,label
1769503709.438015,-8.41,2.71,0.18,-0.68,-0.22,-0.13,3
1769503709.440747,-8.28,2.71,0.3,-0.63,-0.19,-0.12,3
1769503709.443444,-8.23,2.6,0.4,-0.58,-0.15,-0.11,3
1769503709.449023,-8.33,2.5,0.4,-0.52,-0.12,-0.12,3
1769503709.451657,-8.57,2.5,0.34,-0.47,-0.1,-0.12,3
1769503709.454567,-8.8,2.55,0.25,-0.44,-0.09,-0.09,3
1769503709.4572392,-9.01,2.74,0.18,-0.41,-0.09,-0.07,3
1769503709.46004,-9.24,2.97,0.15,-0.4,-0.1,-0.04,3
1769503709.462792,-9.43,3.08,0.18,-0.4,-0.11,-0.0,3
1769503709.465525,-9.62,3.16,0.11,-0.4,-0.13,0.02,3
1769503709.46849,-9.82,3.21,-0.07,-0.4,-0.16,0.03,3
1769503709.4737952,-9.9,3.3,-0.17,-0.41,-0.19,0.04,3
1769503709.476605,-9.94,3.37,-0.2,-0.41,-0.22,0.05,3
1769503709.479323,-9.98,3.29,-0.27,-0.42,-0.23,0.06,3
1769503709.482104,-10.04,3.28,-0.3,-0.41,-0.24,0.07,3
1769503709.484802,-10.12,3.19,-0.31,-0.4,-0.24,0.07,3
1769503709.487666,-10.19,3.07,-0.54,-0.4,-0.22,0.08,3
1769503709.493142,-10.45,3.08,-0.61,-0.37,-0.2,0.08,3
1769503709.495934,-10.81,3.01,-0.82,-0.35,-0.18,0.09,3
1769503709.4986129,-11.26,3.11,-1.04,-0.31,-0.17,0.08,3
1769503709.5042171,-11.78,3.09,-1.34,-0.27,-0.16,0.1,3
1769503709.508584,-12.35,3.05,-1.49,-0.24,-0.13,0.12,3
1769503709.511362,-15.52,3.64,-2.11,-0.06,-0.08,0.17,3
1769503709.5141602,-16.41,3.91,-1.89,0.02,-0.13,0.14,3
1769503709.519596,-16.97,4.04,-1.72,0.1,-0.17,0.12,3
1769503709.522419,-17.84,4.23,-1.47,0.18,-0.19,0.09,3
1769503709.5251122,-18.71,4.62,-1.05,0.27,-0.2,0.05,3
1769503709.527904,-19.51,4.95,-0.78,0.38,-0.22,0.01,3
1769503709.530647,-19.61,5.31,-0.5,0.49,-0.24,-0.03,3
1769503709.533452,-19.61,5.6,-0.41,0.63,-0.26,-0.08,3
1769503709.536284,-19.61,5.88,-0.35,0.77,-0.26,-0.16,3
1769503709.5416808,-19.61,5.88,-0.45,0.94,-0.23,-0.23,3
1769503709.544482,-19.61,5.83,-0.5,1.1,-0.12,-0.27,3
1769503709.547112,-19.61,5.73,-0.68,1.38,-0.06,-0.31,3
1769503709.549869,-19.61,5.65,-1.34,1.68,0.01,-0.36,3
1769503709.5554922,-19.61,5.4,-2.13,1.95,0.14,-0.29,3
1769503709.558263,-19.61,4.97,-1.73,2.34,0.21,-0.46,3
1769503709.561028,-19.61,6.74,-3.24,2.76,0.27,-0.62,3
1769503709.563812,-19.61,7.93,-3.67,3.25,0.3,-0.75,3
1769503709.566491,-19.61,8.71,-4.35,3.74,0.26,-0.89,3
1769503709.569289,-19.61,9.47,-4.64,4.2,0.19,-1.07,3
1769503709.572128,-19.61,10.29,-4.92,4.37,0.11,-1.23,3
1769503709.577579,-19.61,11.19,-4.59,4.37,0.14,-1.36,3
1769503709.580402,-19.61,12.08,-4.42,4.37,0.23,-1.46,3
1769503709.583105,-19.61,13.86,-3.57,4.37,0.37,-1.57,3
1769503709.585978,-19.61,15.67,-3.41,4.37,0.46,-1.7,3
