ax,ay,az,gx,gy,gz
2.47,5.66,0.49,-1.1,3.9,-2.39
3.11,2.71,-1.01,-0.34,3.53,-1.75
0.79,4.27,-0.03,-0.61,2.58,-1.7
3.41,2.98,1.76,-1.4,2.21,-1.23
3.85,1.12,2.53,-2.23,3.06,-0.61
2.12,-0.91,0.88,-2.83,3.56,0.2
1.03,-2.3,0.01,-3.18,3.35,1.17
0.95,-3.83,-0.49,-3.39,3.23,2.11
0.79,-5.02,-2.21,-3.29,3.19,3.26
-0.79,-6.35,-4.42,-2.86,3.13,4.37
-1.61,-6.33,-7.11,-2.19,2.9,4.37
-0.73,-5.18,-11.16,-1.05,2.38,4.37
-0.24,-2.66,-13.47,0.38,1.95,4.37
-0.67,3.87,-17.71,2.05,1.66,4.37
-2.93,12.51,-19.61,3.77,1.26,4.37
-5.46,19.61,-19.61,4.37,0.61,4.24
-8.37,19.61,-19.61,4.15,-0.34,2.92
-11.84,19.61,-19.61,3.59,-2.25,1.97
-12.03,19.61,-19.61,1.94,-3.88,0.94
-10.39,19.61,-19.61,0.25,-4.37,0.27
