ax,ay,az,gx,gy,gz
-0.38,8.49,-1.32,-0.11,3.34,0.61
-2.52,12.63,-1.31,0.16,1.06,0.32
2.58,15.14,2.02,-1.18,0.5,0.6
2.18,12.94,3.06,-3.09,1.07,1.58
2.38,8.31,3.8,-3.58,1.09,1.82
4.41,4.16,5.92,-3.44,1.35,2.44
5.48,1.55,5.29,-3.48,1.51,3.54
6.28,-0.56,4.03,-3.77,1.52,4.37
7.01,-2.74,2.83,-3.66,1.91,4.37
6.95,-3.81,1.52,-2.84,2.82,4.37
5.98,-5.17,-1.96,-1.61,3.65,4.37
5.54,-6.13,-5.51,0.08,3.56,4.37
6.61,-5.51,-9.11,2.08,3.08,4.37
7.71,-2.21,-12.32,3.86,3.06,4.37
7.52,1.68,-15.69,4.37,3.16,4.37
9.36,10.32,-19.61,4.37,2.99,4.37
9.02,16.97,-19.61,4.37,2.55,4.37
7.72,19.61,-19.61,4.3,1.74,4.37
5.95,19.61,-19.61,4.37,1.23,3.97
4.15,19.61,-19.61,4.37,1.05,2.24
