ax,ay,az,gx,gy,gz
2.29,8.31,-10.55,-0.91,1.81,-3.24
3.58,8.37,-11.63,-1.48,1.15,-2.61
4.93,8.02,-12.82,-1.73,0.79,-2.0
4.26,6.56,-12.17,-1.39,0.82,-1.72
3.14,6.24,-10.42,-0.76,0.78,-1.75
2.25,6.31,-8.06,-0.47,0.93,-1.89
1.3,5.48,-6.3,-0.63,0.86,-1.5
0.36,5.19,-4.87,-1.08,0.55,-0.7
0.49,5.58,-3.82,-1.56,0.36,0.13
1.0,6.91,-2.97,-2.0,0.63,0.69
0.92,7.4,-2.85,-2.35,1.19,0.91
0.42,6.7,-3.26,-2.52,1.52,1.26
-0.01,6.1,-3.44,-2.42,1.43,1.83
0.59,5.79,-3.41,-2.05,1.22,2.33
0.87,6.43,-3.06,-1.67,1.34,2.7
0.68,7.04,-2.87,-1.4,1.66,2.73
0.55,6.53,-3.13,-1.13,2.1,2.55
-0.18,5.22,-3.97,-0.82,2.34,2.34
-0.79,3.6,-4.84,-0.31,2.26,2.33
-1.36,3.26,-5.74,0.42,1.84,2.42
