ax,ay,az,gx,gy,gz
-4.03,5.16,2.28,-1.29,1.92,-0.17
-1.95,4.5,2.79,-0.83,2.97,-0.18
-3.16,4.24,0.46,-0.48,2.67,0.12
-3.09,5.87,1.45,-0.45,1.69,0.18
-0.04,5.68,3.96,-0.49,2.15,0.06
0.22,5.57,3.93,-0.77,3.02,0.33
-0.41,4.26,3.57,-0.88,3.6,0.37
-0.31,3.15,3.23,-0.72,3.75,0.67
-0.18,2.34,2.7,-0.87,3.4,1.19
1.68,2.55,3.43,-1.61,3.57,1.58
2.2,1.45,2.32,-2.55,3.86,2.55
2.02,0.33,0.66,-2.94,3.86,3.47
2.18,-0.9,-1.38,-2.27,3.75,4.23
1.96,-0.13,-3.89,-0.9,4.09,4.37
0.98,2.49,-6.54,0.35,4.37,4.37
0.81,5.2,-10.58,1.21,4.37,4.37
-0.6,9.04,-14.31,1.21,4.37,4.37
-3.55,13.79,-19.17,1.19,3.75,4.37
-7.05,16.38,-19.61,1.5,2.46,4.2
-9.21,19.52,-19.61,2.36,1.11,3.33
