ax,ay,az,gx,gy,gz
0.51,-2.26,3.07,-1.51,-0.92,0.26
1.91,-3.41,3.16,-1.38,-0.75,0.58
2.88,-4.5,3.16,-1.15,-0.63,0.91
3.75,-5.73,3.15,-0.8,-0.49,1.3
4.37,-6.73,3.15,0.1,-0.06,1.91
4.88,-6.9,3.33,0.76,0.28,2.47
5.58,-7.22,3.47,1.25,0.55,2.96
6.04,-7.08,3.27,1.76,0.81,3.45
6.56,-6.58,3.06,2.2,1.12,3.94
7.32,-6.21,2.86,2.56,1.5,4.35
9.18,-4.97,1.12,3.18,2.52,4.37
9.76,-3.38,-0.42,3.34,3.0,4.37
10.36,-1.39,-2.53,3.44,3.36,4.37
10.26,0.37,-4.61,3.55,3.57,4.37
9.9,2.57,-6.57,3.68,3.62,4.37
8.99,7.23,-10.04,3.67,3.73,4.37
8.17,8.55,-11.07,3.51,3.93,4.37
7.0,9.58,-12.11,3.36,4.25,4.37
5.48,9.64,-13.13,3.38,4.37,4.37
4.94,9.56,-15.38,3.32,4.37,4.37
