ax,ay,az,gx,gy,gz
1.48,4.81,-7.82,-0.79,2.03,-2.99
0.44,3.96,-6.55,-0.46,0.67,-2.02
0.09,5.84,-4.35,-0.69,-0.35,-1.11
1.31,6.35,-2.58,-0.91,-0.17,-0.78
0.09,5.61,-2.6,-0.89,0.0,-0.3
-0.35,5.61,-1.99,-0.67,-0.65,0.31
0.59,6.12,0.48,-0.58,-0.85,0.65
0.84,5.68,2.11,-0.62,-0.3,0.84
0.72,5.2,2.66,-0.91,0.35,1.12
0.06,4.07,2.27,-1.19,0.89,1.52
-0.04,3.15,1.12,-0.86,1.16,1.93
0.53,3.21,-0.11,-0.02,1.32,2.14
0.33,4.8,-1.5,0.66,1.61,2.23
0.0,7.04,-3.73,0.85,1.92,2.22
-1.44,8.1,-6.24,0.98,1.96,2.01
-3.12,7.44,-7.64,1.48,1.59,1.64
-4.19,6.26,-8.12,2.3,0.95,1.38
-5.03,6.35,-7.88,3.11,0.44,1.18
-5.35,7.9,-8.22,3.41,0.16,1.02
-6.77,9.18,-8.66,3.15,-0.27,0.86
