ax,ay,az,gx,gy,gz
-4.45,4.94,1.81,-1.67,-0.62,-0.01
-2.64,3.25,2.33,-1.71,-0.29,0.13
-1.71,1.9,2.68,-1.64,0.12,0.38
-0.32,-0.58,2.88,-1.13,0.62,0.95
0.6,-1.42,3.07,-0.78,0.74,1.34
1.69,-2.04,3.21,-0.42,0.86,1.74
3.34,-2.82,3.32,0.05,1.11,2.4
5.17,-3.49,3.2,0.44,1.44,3.22
6.38,-3.64,2.92,0.64,1.72,3.92
7.86,-3.44,2.33,0.82,2.12,4.37
9.25,-2.73,0.9,1.04,2.8,4.37
9.95,-1.08,-2.07,1.29,3.78,4.37
10.02,0.45,-4.39,1.37,4.27,4.37
9.24,2.2,-6.8,1.42,4.37,4.37
7.72,4.85,-10.26,1.46,4.37,4.37
5.38,7.72,-14.0,1.52,4.37,4.37
2.83,9.86,-17.01,1.7,4.37,4.37
-3.51,12.47,-19.58,2.34,4.37,4.37
-15.76,15.8,-19.61,3.95,4.37,3.7
-19.61,17.07,-19.61,4.37,4.31,2.37
