ax,ay,az,gx,gy,gz
-6.14,4.98,0.45,-3.25,-0.96,-0.12
-5.08,4.08,0.68,-3.22,-1.08,0.06
-3.67,2.91,1.06,-3.0,-1.18,0.22
-1.95,1.31,1.8,-2.56,-1.25,0.33
2.17,-2.03,3.31,-1.16,-1.08,0.49
3.74,-3.75,4.25,-0.52,-0.63,0.67
5.02,-5.18,4.58,0.18,-0.19,0.96
5.89,-6.14,4.95,0.87,0.16,1.35
6.87,-6.74,5.21,1.42,0.51,1.83
8.35,-6.71,5.03,2.1,1.45,3.0
8.69,-6.3,4.58,2.17,1.83,3.55
9.17,-5.89,4.32,2.18,2.19,4.09
9.85,-5.44,3.91,2.09,2.59,4.37
10.6,-5.0,3.07,1.93,3.05,4.37
11.57,-4.3,0.79,1.71,3.97,4.37
12.29,-3.44,-1.26,1.69,4.37,4.37
13.0,-2.07,-4.26,1.81,4.37,4.37
12.6,0.08,-7.92,1.96,4.37,4.37
10.99,2.42,-11.44,2.13,4.37,4.37
4.88,6.43,-19.08,2.78,4.37,4.37
