ax,ay,az,gx,gy,gz
-18.06,8.22,-19.61,1.65,-2.76,-0.2
-19.61,9.68,-19.61,2.35,-3.94,-0.65
-19.61,9.15,-19.61,2.36,-4.37,-1.17
-17.71,9.43,-19.61,0.71,-4.37,-0.28
-10.78,7.47,-19.61,-1.87,-4.37,0.5
-5.35,5.2,-19.61,-4.37,-4.37,0.7
-3.34,2.96,-18.05,-4.37,-4.37,0.42
-0.12,-0.14,-13.74,-4.25,-4.37,0.21
3.51,-0.31,-7.93,-2.82,-4.37,0.26
6.49,0.99,-2.62,-1.53,-4.37,-0.31
6.81,1.57,-2.51,-1.06,-4.37,-0.1
5.97,1.43,-0.64,-0.82,-2.86,-1.12
5.73,0.14,-0.25,-0.69,-1.5,-1.04
6.17,-0.42,-0.66,-0.36,-0.56,-1.01
6.63,-1.19,-1.15,0.31,0.2,-1.12
6.08,-0.9,-1.06,1.03,0.55,-1.0
5.48,-0.23,-0.65,1.26,0.64,-1.03
4.2,-0.34,0.1,1.6,0.72,-0.48
3.67,-0.67,1.53,2.21,0.85,-0.47
