ax,ay,az,gx,gy,gz
-18.04,7.15,-3.0,-0.53,-0.14,-0.4
-19.61,9.43,-4.23,-0.37,-0.53,-0.23
-19.61,9.73,-5.88,-0.47,-0.49,-0.94
-19.61,8.28,-7.01,-0.36,-1.44,-1.74
-19.61,6.27,-4.69,-0.93,-2.9,-1.47
-19.61,3.3,2.97,-2.05,-3.34,-0.74
-14.64,2.04,0.77,-2.25,-3.11,-0.49
-10.86,0.19,0.77,-1.87,-2.23,-0.46
-9.28,0.38,2.32,-1.6,-1.16,-0.19
-6.3,1.11,1.02,-1.73,-0.41,0.34
-1.79,2.3,-0.09,-1.73,0.71,0.52
3.08,3.16,-1.52,-1.23,3.35,-0.08
4.58,2.44,-8.16,0.71,4.16,-0.31
0.76,1.35,-9.97,2.48,2.06,1.0
2.15,5.15,-9.03,2.44,-0.26,2.02
7.94,7.52,-4.88,0.93,0.57,1.76
13.99,8.04,-12.97,0.4,2.42,-0.17
7.91,5.17,-14.47,0.91,2.33,-0.63
2.79,4.31,-14.21,1.94,0.37,-0.51
