ax,ay,az,gx,gy,gz
-9.17,6.93,-5.91,-1.23,-0.55,-1.19
-7.84,6.08,-4.97,-1.42,-0.82,-1.1
-5.1,4.02,-3.52,-1.5,-0.91,-0.92
-2.24,1.57,-2.09,-1.28,-0.8,-0.61
-0.83,0.01,-1.12,-0.9,-0.72,-0.22
0.86,-1.49,0.81,-0.19,-0.38,0.73
1.83,-1.79,1.72,0.03,-0.4,1.38
2.89,-1.93,2.33,0.14,-0.37,1.99
4.58,-2.44,2.85,0.35,-0.17,2.83
6.1,-2.68,2.89,0.62,0.19,3.65
7.17,-2.44,3.06,0.82,0.52,4.08
7.91,-1.92,3.15,0.96,0.96,4.36
8.53,-1.35,2.94,1.0,1.45,4.37
9.26,-0.61,1.83,0.93,2.54,4.37
9.5,0.02,0.87,0.86,3.1,4.37
9.6,0.92,-0.37,0.74,3.67,4.37
9.81,2.39,-1.84,0.6,4.21,4.37
9.67,4.39,-4.08,0.35,4.37,4.37
8.82,6.96,-7.4,-0.17,4.37,4.37
7.12,10.16,-12.67,-0.9,4.37,4.37
