ax,ay,az,gx,gy,gz
-0.02,2.22,-0.54,-0.99,3.45,2.0
-1.7,2.31,-3.51,-0.93,3.75,2.35
-4.58,4.62,-10.3,0.65,3.58,2.8
-8.41,16.46,-19.61,2.08,2.79,2.75
-15.17,19.61,-19.61,0.76,1.64,1.78
-19.61,19.61,-19.61,0.32,-0.4,0.16
-19.13,19.61,-19.61,2.07,-3.43,-1.93
-9.11,19.61,-19.61,2.54,-4.37,-3.62
2.51,19.61,-19.61,1.93,-4.37,-4.37
13.04,19.61,-19.61,2.11,-4.37,-4.37
19.61,19.61,-16.59,2.58,-4.37,-4.37
19.61,19.61,-9.49,2.67,-4.37,-4.37
19.61,19.61,-3.56,2.47,-4.37,-3.51
19.61,16.75,-0.45,2.28,-4.37,-3.04
19.61,10.25,1.69,2.46,-4.37,-2.46
19.61,4.77,3.39,2.71,-4.37,-1.86
17.16,1.5,4.5,2.68,-4.37,-1.36
13.61,-0.27,6.14,2.0,-4.07,-0.66
11.14,-0.92,7.3,1.12,-2.87,0.3
9.07,-0.37,7.69,0.62,-1.85,1.06
